"TABREF LOKASI
 (Tempat lahir (jenis: KB) dan lokasi kerja)",Update: 13/10/2021,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
A5EB03E23A04F6A0E040640A040252AD,11,A5EB03E2216DF6A0E040640A040252AD,PATANI,KC,,8302010000,,,,,,
A5EB03E23A05F6A0E040640A040252AD,11,A5EB03E2216DF6A0E040640A040252AD,OBA UTARA,KC,,8302011000,,,,,,
A5EB03E23A06F6A0E040640A040252AD,11,A5EB03E2216DF6A0E040640A040252AD,TIDORE UTARA,KC,,8302013000,,,,,,
A5EB03E23A08F6A0E040640A040252AD,11,A5EB03E2216EF6A0E040640A040252AD,MANGOLI TIMUR,KC,,8303003000,,,,,,
A5EB03E23A09F6A0E040640A040252AD,11,A5EB03E2216EF6A0E040640A040252AD,MANGOLI BARAT,KC,,8303004000,,,,,,
A5EB03E23A0AF6A0E040640A040252AD,11,A5EB03E2216EF6A0E040640A040252AD,TALIABU BARAT,KC,,8303006000,,,,,,
A5EB03E23A0BF6A0E040640A040252AD,11,A5EB03E2216FF6A0E040640A040252AD,OBI SELATAN,KC,,8304001000,,,,,,
A5EB03E23A0CF6A0E040640A040252AD,11,A5EB03E2216FF6A0E040640A040252AD,BACAN,KC,,8304003000,,,,,,
A5EB03E23A0DF6A0E040640A040252AD,11,A5EB03E2216FF6A0E040640A040252AD,BACAN BARAT,KC,,8304005000,,,,,,
A5EB03E23A0EF6A0E040640A040252AD,11,A5EB03E2216FF6A0E040640A040252AD,PULAI MAKIAN,KC,,8304006000,,,,,,
A5EB03E23A0FF6A0E040640A040252AD,11,A5EB03E2216FF6A0E040640A040252AD,GANE BARAT,KC,,8304008000,,,,,,
A5EB03E23A10F6A0E040640A040252AD,11,A5EB03E2216FF6A0E040640A040252AD,GANE TIMUR,KC,,8304009000,,,,,,
A5EB03E22FB3F6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,PUNUNG,KC,,3501002000,,,,,,
A5EB03E22FB4F6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,PRINGKUKU,KC,,3501003000,,,,,,
A5EB03E22FB5F6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,PACITAN,KC,,3501004000,,,,,,
A5EB03E22FB6F6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,KEBON AGUNG,KC,,3501005000,,,,,,
A5EB03E22FB7F6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,ARJOSARI,KC,,3501006000,,,,,,
A5EB03E22FB8F6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,NAWANGAN,KC,,3501007000,,,,,,
A5EB03E22FB9F6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,TEGALOMBO,KC,,3501009000,,,,,,
A5EB03E22FBAF6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,TULAKAN,KC,,3501010000,,,,,,
A5EB03E22FBBF6A0E040640A040252AD,02,A5EB03E2203FF6A0E040640A040252AD,NGADIROJO,KC,,3501011000,,,,,,
A5EB03E22FBCF6A0E040640A040252AD,02,A5EB03E22040F6A0E040640A040252AD,NGRAYUN,KC,,3502001000,,,,,,
A5EB03E22FBDF6A0E040640A040252AD,02,A5EB03E22040F6A0E040640A040252AD,SLAHUNG,KC,,3502002000,,,,,,
A5EB03E22FBEF6A0E040640A040252AD,02,A5EB03E22040F6A0E040640A040252AD,BUNGKAL,KC,,3502003000,,,,,,
A5EB03E22FBFF6A0E040640A040252AD,02,A5EB03E22040F6A0E040640A040252AD,SAWOO,KC,,3502005000,,,,,,
A5EB03E22FC0F6A0E040640A040252AD,02,A5EB03E22040F6A0E040640A040252AD,SOOKO,KC,,3502006000,,,,,,
A5EB03E22FC1F6A0E040640A040252AD,02,A5EB03E22040F6A0E040640A040252AD,PULUNG,KC,,3502007000,,,,,,
A5EB03E233EAF6A0E040640A040252AD,06,A5EB03E21F53F6A0E040640A040252AD,KOTA PINANG,KC,,1205002000,,,,,,
A5EB03E233EBF6A0E040640A040252AD,06,A5EB03E21F53F6A0E040640A040252AD,KAMPUNG RAKYAT,KC,,1205003000,,,,,,
A5EB03E233ECF6A0E040640A040252AD,06,A5EB03E21F70F6A0E040640A040252AD,KOTA KISARAN TIMUR,KC,,1206011000,,,,,,
A5EB03E233EDF6A0E040640A040252AD,06,A5EB03E2208CF6A0E040640A040252AD,TALAWI,KC,,1220009000,,,,,,
A5EB03E233EEF6A0E040640A040252AD,06,A5EB03E21F70F6A0E040640A040252AD,AEK LEDONG,KC,,1206014000,,,,,,
A5EB03E233EFF6A0E040640A040252AD,06,A5EB03E21F70F6A0E040640A040252AD,AEK SONGSONGAN,KC,,1206015000,,,,,,
A5EB03E233F0F6A0E040640A040252AD,12,A5EB03E21F9CF6A0E040640A040252AD,BAGAN SIAPI-API,KC,,1407012000,,,,,,
A5EB03E233F1F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,BATUDAA,KC,,7502002000,,,,,,
A5EB03E233F2F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,TIBAWA,KC,,7502003000,,,,,,
A5EB03E233F3F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,TELAGA,KC,,7502005000,,,,,,
A5EB03E233F4F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,TAPA,KC,,7502008000,,,,,,
A5EB03E233F5F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,KABILA,KC,,7502009000,,,,,,
A5EB03E233F6F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,BONE PANTAI,KC,,7502011000,,,,,,
A5EB03E233F7F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,BATUDAA PANTAI,KC,,7502012000,,,,,,
A5EB03E233F8F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,TOLANGOHULA,KC,,7502014000,,,,,,
A5EB03E233F9F6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,MOOTILANGO,KC,,7502015000,,,,,,
A5EB03E233FAF6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,LIMBOTO BARAT,KC,,7502018000,,,,,,
A5EB03E233FBF6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,BONGOMEME,KC,,7502020000,,,,,,
A5EB03E233FCF6A0E040640A040252AD,11,A5EB03E220A1F6A0E040640A040252AD,PULUBALA,KC,,7502021000,,,,,,
A5EB03E233FEF6A0E040640A040252AD,11,A5EB03E2208FF6A0E040640A040252AD,POPAYATO,KC,,7503001000,,,,,,
A5EB03E233FFF6A0E040640A040252AD,11,A5EB03E2208FF6A0E040640A040252AD,RANDANGAN,KC,,7503003000,,,,,,
A5EB03E23400F6A0E040640A040252AD,11,A5EB03E2208FF6A0E040640A040252AD,MARISA,KC,,7503004000,,,,,,
A5EB03E23401F6A0E040640A040252AD,11,A5EB03E22090F6A0E040640A040252AD,SUWAWA,KC,,7504002000,,,,,,
A5EB03E23402F6A0E040640A040252AD,11,A5EB03E22090F6A0E040640A040252AD,KABILA,KC,,7504003000,,,,,,
A5EB03E23403F6A0E040640A040252AD,11,A5EB03E22090F6A0E040640A040252AD,TAPA,KC,,7504004000,,,,,,
A5EB03E23404F6A0E040640A040252AD,11,A5EB03E220DAF6A0E040640A040252AD,KOTA BARAT,KC,,7571001000,,,,,,
A5EB03E23405F6A0E040640A040252AD,11,A5EB03E220DAF6A0E040640A040252AD,KOTA SELATAN,KC,,7571002000,,,,,,
A5EB03E23406F6A0E040640A040252AD,04,A5EB03E22091F6A0E040640A040252AD,KEI KECIL,KC,,8101001000,,,,,,
A5EB03E23407F6A0E040640A040252AD,04,A5EB03E22091F6A0E040640A040252AD,KEI BESAR,KC,,8101002000,,,,,,
A5EB03E23408F6A0E040640A040252AD,04,A5EB03E22091F6A0E040640A040252AD,PULAU-PULAU ARU,KC,,8101003000,,,,,,
A5EB03E23409F6A0E040640A040252AD,04,A5EB03E22091F6A0E040640A040252AD,KEI BESAR UTARA TIMUR,KC,,8101005000,,,,,,
A5EB03E2340AF6A0E040640A040252AD,04,A5EB03E22091F6A0E040640A040252AD,KEI BESAR SELATAN,KC,,8101006000,,,,,,
A5EB03E2340BF6A0E040640A040252AD,04,A5EB03E22091F6A0E040640A040252AD,PULAU-PULAU ARU TENGAH,KC,,8101007000,,,,,,
A5EB03E2340CF6A0E040640A040252AD,04,A5EB03E22091F6A0E040640A040252AD,KUR MANGUR,KC,,8101009000,,,,,,
A5EB03E23225F6A0E040640A040252AD,07,A5EB03E21F91F6A0E040640A040252AD,RATU AGUNG,KC,,1771006000,,,,,,
A5EB03E2340DF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,TEON NILA SARUA,KC,,8102001000,,,,,,
A5EB03E2340EF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,BANDA,KC,,8102002000,,,,,,
A5EB03E2340FF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,SAPARUA,KC,,8102003000,,,,,,
A5EB03E23410F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,PULAU HARUKU,KC,,8102004000,,,,,,
A5EB03E23411F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,LEIHITU,KC,,8102005000,,,,,,
A5EB03E23412F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,SALAHUTU,KC,,8102006000,,,,,,
A5EB03E23413F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,SERAM BARAT,KC,,8102007000,,,,,,
A5EB03E23414F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,TANIWEL,KC,,8102008000,,,,,,
A5EB03E23415F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,KAIRATU,KC,,8102009000,,,,,,
A5EB03E23416F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,AMAHAI,KC,,8102010000,,,,,,
A5EB03E23417F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,SERAM UTARA,KC,,8102011000,,,,,,
A5EB03E23418F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,TEHORU,KC,,8102012000,,,,,,
A5EB03E23419F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,WERINAMA,KC,,8102013000,,,,,,
A5EB03E2341AF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,SERAM TIMUR,KC,,8102014000,,,,,,
A5EB03E2341BF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,BULA,KC,,8102015000,,,,,,
A5EB03E2341CF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,KOTA MASOHI,KC,,8102016000,,,,,,
A5EB03E2341DF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,PULAU NUSA LAUT,KC,,8102017000,,,,,,
A5EB03E2341EF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,PULAU GOROM,KC,,8102018000,,,,,,
A5EB03E2341FF6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,WAISALA,KC,,8102019000,,,,,,
A5EB03E23420F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,P.P GORONG,KC,,8102020000,,,,,,
A5EB03E23421F6A0E040640A040252AD,04,A5EB03E22092F6A0E040640A040252AD,HUAMUAL BELAKANG,KC,,8102021000,,,,,,
A5EB03E23422F6A0E040640A040252AD,04,A5EB03E22093F6A0E040640A040252AD,BURU SELATAN,KC,,8103001000,,,,,,
A5EB03E23423F6A0E040640A040252AD,04,A5EB03E22093F6A0E040640A040252AD,BURU UTARA BARAT,KC,,8103002000,,,,,,
A5EB03E237A4F6A0E040640A040252AD,09,A5EB03E22037F6A0E040640A040252AD,FAWI,KC,,8211006000,,,,,,
A5EB03E237A5F6A0E040640A040252AD,09,A5EB03E22038F6A0E040640A040252AD,MIMIKA BARAT,KC,,8212001000,,,,,,
A5EB03E237A6F6A0E040640A040252AD,09,A5EB03E22038F6A0E040640A040252AD,MIMIKA BARAT JAUH,KC,,8212005000,,,,,,
A5EB03E237A7F6A0E040640A040252AD,09,A5EB03E22038F6A0E040640A040252AD,KUALA KENCANA,KC,,8212009000,,,,,,
A5EB03E237A8F6A0E040640A040252AD,09,A5EB03E22038F6A0E040640A040252AD,MIMIKA TIMUR JAUH,KC,,8212013000,,,,,,
A5EB03E237A9F6A0E040640A040252AD,09,A5EB03E22039F6A0E040640A040252AD,MANDOBO,KC,,8213003000,,,,,,
A5EB03E22FDEF6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,NGUNUT,KC,,3504009000,,,,,,
A5EB03E22FDFF6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,SUMBERGEMPOL,KC,,3504010000,,,,,,
A5EB03E22FE0F6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,BOYOLANGU,KC,,3504011000,,,,,,
A5EB03E22FE1F6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,KAUMAN,KC,,3504013000,,,,,,
A5EB03E22FE2F6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,TULUNGAGUNG,KC,,3504014000,,,,,,
A5EB03E22FE3F6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,KEDUNGWARU,KC,,3504015000,,,,,,
A5EB03E22FE4F6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,KARANGREJO,KC,,3504017000,,,,,,
A5EB03E22FE5F6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,SENDANG,KC,,3504018000,,,,,,
A5EB03E22FE6F6A0E040640A040252AD,02,A5EB03E22163F6A0E040640A040252AD,PAGER WOJO,KC,,3504019000,,,,,,
A5EB03E22FE7F6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,BAKUNG,KC,,3505001000,,,,,,
A5EB03E22FE8F6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,SUTOJAYAN,KC,,3505002000,,,,,,
A5EB03E22FE9F6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,WONOTIRTO,KC,,3505003000,,,,,,
A5EB03E22FEAF6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,WATES,KC,,3505005000,,,,,,
A5EB03E22FECF6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,KESAMBEN,KC,,3505007000,,,,,,
A5EB03E22FEDF6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,SELOREJO,KC,,3505008000,,,,,,
A5EB03E22FEEF6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,DOKO,KC,,3505009000,,,,,,
A5EB03E22FEFF6A0E040640A040252AD,02,A5EB03E22164F6A0E040640A040252AD,WLINGI,KC,,3505010000,,,,,,
A5EB03E2320AF6A0E040640A040252AD,03,A5EB03E22064F6A0E040640A040252AD,TANJUNGJAYA,KC,,3206013000,,,,,,
A5EB03E2320BF6A0E040640A040252AD,03,A5EB03E22064F6A0E040640A040252AD,SALOPA,KC,,3206014000,,,,,,
A5EB03E2320CF6A0E040640A040252AD,01,A5EB03E21FEAF6A0E040640A040252AD,WONOPRINGGO,KC,,3326012000,,,,,,
A5EB03E2320DF6A0E040640A040252AD,01,A5EB03E21FEAF6A0E040640A040252AD,KEDUNGWUNI,KC,,3326013000,,,,,,
A5EB03E2320EF6A0E040640A040252AD,01,A5EB03E21FEAF6A0E040640A040252AD,BUARAN,KC,,3326014000,,,,,,
A5EB03E2320FF6A0E040640A040252AD,01,A5EB03E21FEAF6A0E040640A040252AD,TIRTO,KC,,3326015000,,,,,,
A5EB03E23210F6A0E040640A040252AD,01,A5EB03E21FEAF6A0E040640A040252AD,WIRADESA,KC,,3326016000,,,,,,
A5EB03E23211F6A0E040640A040252AD,01,A5EB03E21FEAF6A0E040640A040252AD,SIWALAN,KC,,3326017000,,,,,,
A5EB03E23212F6A0E040640A040252AD,01,A5EB03E21FEAF6A0E040640A040252AD,KARANGDADAP,KC,,3326018000,,,,,,
A5EB03E23213F6A0E040640A040252AD,06,A5EB03E21FBFF6A0E040640A040252AD,TELUK NIBUNG,KC,,1271005000,,,,,,
A5EB03E23214F6A0E040640A040252AD,10,A5EB03E22029F6A0E040640A040252AD,BUER,KC,,5204020000,,,,,,
A5EB03E23215F6A0E040640A040252AD,10,A5EB03E22029F6A0E040640A040252AD,RHEE,KC,,5204021000,,,,,,
A5EB03E23216F6A0E040640A040252AD,10,A5EB03E22029F6A0E040640A040252AD,UNTERWIRIS,KC,,5204022000,,,,,,
A5EB03E23217F6A0E040640A040252AD,10,A5EB03E22029F6A0E040640A040252AD,MOYO UTARA,KC,,5204023000,,,,,,
A5EB03E23218F6A0E040640A040252AD,10,A5EB03E22029F6A0E040640A040252AD,MARONGE,KC,,5204024000,,,,,,
A5EB03E23219F6A0E040640A040252AD,10,A5EB03E22029F6A0E040640A040252AD,TARANO,KC,,5204025000,,,,,,
A5EB03E2321AF6A0E040640A040252AD,12,A5EB03E220B1F6A0E040640A040252AD,MARPOYAN DAMAI,KC,,1471009000,,,,,,
A5EB03E2321BF6A0E040640A040252AD,12,A5EB03E220B1F6A0E040640A040252AD,TENAYAN RAYA,KC,,1471010000,,,,,,
A5EB03E2321CF6A0E040640A040252AD,12,A5EB03E220B1F6A0E040640A040252AD,PAYUNG SEKAKI,KC,,1471011000,,,,,,
A5EB03E2321DF6A0E040640A040252AD,12,A5EB03E220B1F6A0E040640A040252AD,RUMBAI PESISIR,KC,,1471012000,,,,,,
A5EB03E2321EF6A0E040640A040252AD,07,A5EB03E22096F6A0E040640A040252AD,MUARA  KUANG,KC,,1610001000,,,,,,
A5EB03E2321FF6A0E040640A040252AD,07,A5EB03E22096F6A0E040640A040252AD,TANJUNG BATU,KC,,1610002000,,,,,,
A5EB03E23220F6A0E040640A040252AD,07,A5EB03E22096F6A0E040640A040252AD,TANJUNG RAJA,KC,,1610003000,,,,,,
A5EB03E23221F6A0E040640A040252AD,07,A5EB03E22096F6A0E040640A040252AD,INDRALAYA,KC,,1610004000,,,,,,
A5EB03E23222F6A0E040640A040252AD,07,A5EB03E22096F6A0E040640A040252AD,PEMULUTAN,KC,,1610005000,,,,,,
A5EB03E23223F6A0E040640A040252AD,07,A5EB03E22096F6A0E040640A040252AD,RANTAU ALAI,KC,,1610006000,,,,,,
A5EB03E23224F6A0E040640A040252AD,07,A5EB03E21F91F6A0E040640A040252AD,KAMPUNG MELAYU,KC,,1771005000,,,,,,
A5EB03E22F29F6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,NUMFOR BARAT,KC,,8209001000,,,,,,
A5EB03E22F2AF6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,NUMFOR TIMUR,KC,,8209002000,,,,,,
A5EB03E22F2BF6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,SUPIORI SELATAN,KC,,8209003000,,,,,,
A5EB03E22F2CF6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,SUPIORI UTARA,KC,,8209004000,,,,,,
A5EB03E22F2DF6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,BIAK BARAT,KC,,8209005000,,,,,,
A5EB03E22F2EF6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,BIAK UTARA,KC,,8209006000,,,,,,
A5EB03E22F2FF6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,BIAK KOTA,KC,,8209007000,,,,,,
A5EB03E22F30F6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,BIAK TIMUR,KC,,8209008000,,,,,,
A5EB03E22F31F6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,PADAIDO,KC,,8209009000,,,,,,
A5EB03E22F32F6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,SAMOFA,KC,,8209010000,,,,,,
A5EB03E22F33F6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,YENDIDORI,KC,,8209011000,,,,,,
A5EB03E22F34F6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,WARSA,KC,,8209012000,,,,,,
A5EB03E22F35F6A0E040640A040252AD,09,A5EB03E22035F6A0E040640A040252AD,BIAK,KC,,8209013000,,,,,,
A5EB03E22F36F6A0E040640A040252AD,09,A5EB03E22036F6A0E040640A040252AD,PANIAI BARAT,KC,,8210001000,,,,,,
A5EB03E231CAF6A0E040640A040252AD,13,A5EB03E22061F6A0E040640A040252AD,LINGE,KC,,1104001000,,,,,,
A5EB03E231CBF6A0E040640A040252AD,13,A5EB03E22061F6A0E040640A040252AD,BINTANG,KC,,1104002000,,,,,,
A5EB03E231CCF6A0E040640A040252AD,13,A5EB03E22061F6A0E040640A040252AD,KOTA TAKENGON,KC,,1104003000,,,,,,
A5EB03E231CDF6A0E040640A040252AD,13,A5EB03E22061F6A0E040640A040252AD,PEGASING,KC,,1104004000,,,,,,
A5EB03E233E8F6A0E040640A040252AD,12,A5EB03E21FE3F6A0E040640A040252AD,MALALAK,KC,,1306016000,,,,,,
A5EB03E233E9F6A0E040640A040252AD,06,A5EB03E21F53F6A0E040640A040252AD,SUNGAI KANAN,KC,,1205001000,,,,,,
A5EB03E2357FF6A0E040640A040252AD,05,A5EB03E21FCAF6A0E040640A040252AD,SUNGAI LAUR,KC,,6104010000,,,,,,
A5EB03E23581F6A0E040640A040252AD,05,A5EB03E21FCBF6A0E040640A040252AD,TANAH PINOH,KC,,6105002000,,,,,,
A5EB03E23582F6A0E040640A040252AD,05,A5EB03E21FCBF6A0E040640A040252AD,NANGA SERAWAI,KC,,6105006000,,,,,,
A5EB03E23583F6A0E040640A040252AD,05,A5EB03E21FCBF6A0E040640A040252AD,NANGA PINOH,KC,,6105009000,,,,,,
A5EB03E23584F6A0E040640A040252AD,05,A5EB03E21FCBF6A0E040640A040252AD,DEDAI,KC,,6105013000,,,,,,
A5EB03E23585F6A0E040640A040252AD,05,A5EB03E21FCBF6A0E040640A040252AD,SINTANG,KC,,6105015000,,,,,,
A5EB03E233E5F6A0E040640A040252AD,06,A5EB03E21F70F6A0E040640A040252AD,KOTA KISARAN BARAT,KC,,1206030000,,,,,,
A5EB03E233E6F6A0E040640A040252AD,06,A5EB03E2208CF6A0E040640A040252AD,TANJUNG TIRAM,KC,,1220006000,,,,,,
A5EB03E233E7F6A0E040640A040252AD,06,A5EB03E2208CF6A0E040640A040252AD,SEI BALAI,KC,,1220007000,,,,,,
A5EB03E23767F6A0E040640A040252AD,09,A5EB03E220EFF6A0E040640A040252AD,MAUDUS,KC,,8401018000,,,,,,
A5EB03E23769F6A0E040640A040252AD,11,A5EB03E220DEF6A0E040640A040252AD,ATINGGOLA,KC,,7505002000,,,,,,
A5EB03E2376AF6A0E040640A040252AD,11,A5EB03E220DEF6A0E040640A040252AD,KWANDANG,KC,,7505003000,,,,,,
A5EB03E2376BF6A0E040640A040252AD,11,A5EB03E220DEF6A0E040640A040252AD,SUMALATA,KC,,7505004000,,,,,,
A5EB03E2376CF6A0E040640A040252AD,11,A5EB03E220DEF6A0E040640A040252AD,TOLINGGULA,KC,,7505005000,,,,,,
A5EB03E2376DF6A0E040640A040252AD,04,A5EB03E2207FF6A0E040640A040252AD,PIRU,KC,,8106005000,,,,,,
A5EB03E2376EF6A0E040640A040252AD,08,A5EB03E21FF7F6A0E040640A040252AD,MUARA TEWEH,KC,,6205007000,,,,,,
A5EB03E2376FF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,KORUPUN,KC,,8216008000,,,,,,
A5EB03E23770F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,PANGGEMA,KC,,8216009000,,,,,,
A5EB03E23771F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,YOGOSEM,KC,,8216010000,,,,,,
A5EB03E23772F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,DIRWEMNA,KC,,8216011000,,,,,,
A5EB03E23773F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,SUMO,KC,,8216012000,,,,,,
A5EB03E23774F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,TALAMBO,KC,,8216013000,,,,,,
A5EB03E23775F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,TANGMA,KC,,8216014000,,,,,,
A5EB03E23776F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,OBIO,KC,,8216015000,,,,,,
A5EB03E23777F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,ENDOMEN,KC,,8216016000,,,,,,
A5EB03E23778F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,LOLAT,KC,,8216017000,,,,,,
A5EB03E23779F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,SOLOIKMA,KC,,8216018000,,,,,,
A5EB03E2377AF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,MUSAIK,KC,,8216019000,,,,,,
A5EB03E2377BF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,DURAM,KC,,8216020000,,,,,,
A5EB03E2377CF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,KAYO,KC,,8216021000,,,,,,
A5EB03E2377DF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,DEKAI,KC,,8216022000,,,,,,
A5EB03E2377EF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,LANGDA,KC,,8216023000,,,,,,
A5EB03E2377FF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,SELA,KC,,8216024000,,,,,,
A5EB03E23780F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,SILIMO,KC,,8216025000,,,,,,
A5EB03E23781F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,SEMANAGE,KC,,8216026000,,,,,,
A5EB03E23782F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,SURU-SURU,KC,,8216027000,,,,,,
A5EB03E23783F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,WUSAMA,KC,,8216028000,,,,,,
A5EB03E23784F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,PRONGGOLI,KC,,8216029000,,,,,,
A5EB03E23785F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,WALMA,KC,,8216030000,,,,,,
A5EB03E23786F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,YAHULIAMBUT,KC,,8216031000,,,,,,
A5EB03E23787F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,HEREAPINI,KC,,8216032000,,,,,,
A5EB03E23788F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,SOBAHAM,KC,,8216033000,,,,,,
A5EB03E23789F6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,HOLUWON,KC,,8216034000,,,,,,
A5EB03E2378AF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,KONA,KC,,8216035000,,,,,,
A5EB03E2378BF6A0E040640A040252AD,09,A5EB03E220E1F6A0E040640A040252AD,KABIANGGAMA,KC,,8216036000,,,,,,
